Attrition;JobRole;OverTime;YearsInCurrentRole;YearsWithCurrManager;Age;YearsAtCompany;StockOptionLevel;JobInvolvement;BusinessTravel;JobSatisfaction;EnvironmentSatisfaction;DistanceFromHome;WorkLifeBalance;TrainingTimesLastYear;DailyRate;MonthlyIncome;AgeGroup;IncomeGroup;CurrentRoleYearsGroup;Attrition_bin;Attrition_Prob_ML;PC1;PC2;Cluster_K3;RiskTier;Attrition_Prob_Tree;Tree_Segment
No;Sales Executive;Yes;0;2;41;2;0;3;Travel_Rarely;3;Satisfied;23;3;2;1206;7082;36-45;6001-8000;0-4;0;0.13783062405766341;579.3351176207225;403.1313466755363;2;Low;0.28865979381443296;16
No;Sales Representative;No;2;2;20;2;0;3;Travel_Rarely;1;Satisfied;9;3;3;727;2728;19-25;2001-4000;0-4;0;0.09862085493866199;-3774.998718070871;-72.97425457517818;0;Low;0.06491499227202473;24
No;Sales Executive;Yes;5;2;33;6;1;3;Non-Travel;4;Moderately satisfied;16;3;2;530;5368;26-35;4001-6000;5-8;0;0.11144110015055908;-1135.116483303129;-271.7306183826564;0;Low;0.1111111111111111;17
No;Healthcare Representative;No;2;2;36;3;2;3;Travel_Rarely;3;Dissatisfied;26;2;2;1351;5347;36-45;4001-6000;0-4;0;0.05424059046976841;-1155.5703806137708;549.284051556417;0;Low;0.06491499227202473;24
No;Human Resources;Yes;2;2;44;2;3;3;Travel_Rarely;4;Moderately satisfied;1;3;2;528;3195;36-45;2001-4000;0-4;0;0.061595779063906876;-3308.108155881959;-272.27982392275624;0;Low;0.1111111111111111;17
Yes;Laboratory Technician;Yes;4;2;23;5;0;2;Travel_Rarely;3;Satisfied;8;3;2;1320;3989;19-25;2001-4000;0-4;1;0.6626156359118958;-2513.5998793160848;519.1857561209173;0;High;0.28865979381443296;16
No;Laboratory Technician;No;0;0;38;0;1;3;Travel_Rarely;3;Satisfied;4;2;5;1495;3306;36-45;2001-4000;0-4;0;0.07943563456554587;-3196.473132560676;694.6460729415359;0;Low;0.13793103448275862;9
No;Healthcare Representative;No;3;2;53;4;0;4;Travel_Rarely;4;Moderately satisfied;24;3;2;1395;7005;46-55;6001-8000;0-4;0;0.06063317306968257;502.474718432949;592.1834322112314;2;Low;0.06491499227202473;24
Yes;Sales Representative;Yes;7;7;48;9;2;3;Travel_Frequently;3;Satisfied;7;3;3;708;2655;46-55;2001-4000;5-8;1;0.1521523637995455;-3847.976709297155;-91.92579518482478;0;Low;0.1111111111111111;17
Yes;Laboratory Technician;No;0;0;32;1;0;3;Travel_Rarely;2;Satisfied;2;3;2;1259;1393;26-35;0-2000;0-4;1;0.6706690426763449;-5109.633306578791;459.91706786951534;0;High;0.6285714285714286;5
No;Laboratory Technician;No;7;7;26;7;0;3;Non-Travel;4;Satisfied;7;3;5;786;2570;26-35;2001-4000;5-8;0;0.038491527143093215;-3932.9474038356248;-13.871622732734977;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;2;55;4;1;2;Travel_Rarely;2;Dissatisfied;22;3;1;1441;3537;46-55;2001-4000;0-4;0;0.06775538332472983;-2965.489589299072;640.4903437455099;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;10;13;34;15;1;2;Travel_Rarely;4;Moderately satisfied;5;4;3;1157;3986;26-35;2001-4000;9-12;0;0.03601812630276771;-2516.6863676470516;356.18166772257257;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;0;0;60;1;1;1;Travel_Rarely;4;Moderately satisfied;1;4;2;370;10883;56-65;10000+;0-4;0;0.0584902313927397;4379.79291106018;-435.3904426647176;2;Low;0.0;10
No;Laboratory Technician;No;11;13;33;14;3;4;Travel_Rarely;2;Moderately satisfied;21;3;6;267;2028;26-35;2001-4000;9-12;0;0.18099281600359696;-4475.278510596247;-532.516358297072;0;Low;0.06491499227202473;24
No;Sales Executive;No;3;3;37;6;2;1;Travel_Frequently;4;Moderately satisfied;1;2;2;1278;9525;36-45;8001-10000;0-4;0;0.1144955312947416;3022.3811566839013;473.5056318208043;2;Low;0.21212121212121213;23
No;Research Scientist;No;9;7;34;10;0;2;Travel_Rarely;4;Moderately satisfied;19;3;3;678;2929;26-35;2001-4000;9-12;0;0.04314246412749974;-3574.0096735943384;-122.11206130211906;0;Low;0.06491499227202473;24
Yes;Sales Representative;Yes;2;2;23;3;1;3;Travel_Rarely;4;Moderately satisfied;7;3;2;427;2275;19-25;2001-4000;0-4;1;0.6798330392309595;-4228.194273816149;-372.67239922797324;0;High;0.5833333333333334;14
No;Healthcare Representative;Yes;7;7;44;8;1;4;Travel_Rarely;4;Moderately satisfied;2;3;2;921;7879;36-45;6001-8000;5-8;0;0.03555559782576194;1376.155509046147;117.59982499959176;2;Low;0.1111111111111111;17
No;Research Scientist;Yes;4;4;35;5;0;2;Travel_Frequently;4;Dissatisfied;2;4;2;146;4930;26-35;4001-6000;0-4;0;0.21568681251357433;-1573.3697348889618;-655.4377053485297;0;Medium;0.28865979381443296;16
No;Sales Executive;Yes;9;8;43;10;1;3;Travel_Rarely;4;Satisfied;2;3;3;1179;7847;36-45;6001-8000;9-12;0;0.043414685378225695;1344.3284137042465;375.6194583191526;2;Low;0.1111111111111111;17
No;Research Scientist;No;3;4;24;5;1;4;Travel_Rarely;3;Moderately satisfied;9;3;1;581;4401;19-25;4001-6000;0-4;0;0.041783251563528453;-2102.0908357012877;-220.08827029100382;0;Low;0.06491499227202473;24
No;Sales Executive;No;8;7;41;10;0;3;Travel_Rarely;3;Satisfied;6;3;3;918;9241;36-45;8001-10000;5-8;0;0.05252588277970277;2738.15076749352;113.69171079132104;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;3;2;29;5;1;3;Travel_Rarely;3;Satisfied;9;3;2;1082;2974;26-35;2001-4000;0-4;0;0.06705695914149427;-3528.751779116522;281.86192546998643;0;Low;0.06491499227202473;24
No;Sales Representative;No;7;7;36;13;0;3;Travel_Rarely;4;Moderately satisfied;2;2;2;530;4502;36-45;4001-6000;5-8;0;0.07444032758189295;-2001.1057434425193;-271.15802014522774;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;15;4;45;23;1;2;Non-Travel;3;Moderately satisfied;1;2;3;1238;10748;36-45;10000+;13-16;0;0.012849595269572313;4245.376146097931;432.6840292667963;2;Low;0.06491499227202473;24
Yes;Human Resources;No;0;0;24;1;1;1;Travel_Rarely;3;Satisfied;22;3;2;240;1555;19-25;0-2000;0-4;1;0.7887229835911307;-4948.319822207145;-559.1934169130645;0;High;0.30434782608695654;6
Yes;Sales Executive;No;5;10;47;23;0;1;Travel_Frequently;3;Moderately satisfied;9;1;3;1093;12936;46-55;10000+;5-8;1;0.6435200428650419;6433.277971674592;286.22594713925616;1;High;0.08333333333333333;21
No;Laboratory Technician;No;2;2;26;3;3;1;Travel_Rarely;3;Satisfied;17;4;3;390;2305;26-35;2001-4000;0-4;0;0.1210169478537205;-4198.216345384682;-409.69296378466004;0;Low;0.21212121212121213;23
No;Research Director;No;6;6;45;21;0;2;Travel_Rarely;2;Satisfied;28;3;2;1005;16704;36-45;10000+;5-8;0;0.027997595842705607;10201.211099315258;195.71963423631257;1;Low;0.06491499227202473;24
No;Research Scientist;No;2;3;32;5;1;3;Travel_Frequently;3;Dissatisfied;10;2;3;585;3433;26-35;2001-4000;0-4;0;0.13358792263052402;-3070.080128430929;-215.44307374917503;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;2;3;31;5;1;3;Travel_Rarely;3;Moderately satisfied;2;4;2;741;3477;26-35;2001-4000;0-4;0;0.05221698624939061;-3025.977074273843;-59.47191798025142;0;Low;0.06491499227202473;24
No;Human Resources;No;2;2;41;3;1;1;Non-Travel;2;Moderately satisfied;4;3;4;552;6430;36-45;6001-8000;0-4;0;0.03249739420482763;-73.09766817830769;-250.43346125410085;2;Low;0.21212121212121213;23
No;Manufacturing Director;Yes;0;0;40;1;1;3;Travel_Rarely;1;Moderately satisfied;8;3;3;369;6516;36-45;6001-8000;0-4;0;0.11015060349453411;12.776983594542799;-433.4894945692907;2;Low;0.3333333333333333;11
No;Laboratory Technician;No;2;2;24;6;3;3;Travel_Rarely;1;Moderately satisfied;29;4;2;506;3907;19-25;2001-4000;0-4;0;0.07097712277728822;-2596.141001947759;-294.76186509061876;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;7;9;46;10;0;3;Travel_Rarely;2;Moderately satisfied;13;3;3;717;5562;46-55;4001-6000;5-8;0;0.06335834375750317;-940.9744690844091;-84.86166363708253;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;7;7;35;7;1;3;Travel_Rarely;3;Satisfied;27;3;3;1370;6883;26-35;6001-8000;5-8;0;0.024749632496767263;380.4451458314379;567.2586982703598;2;Low;0.06491499227202473;24
No;Research Scientist;No;0;8;30;10;1;3;Travel_Rarely;4;Moderately satisfied;16;2;2;793;2862;26-35;2001-4000;0-4;0;0.048737857698590833;-3640.9391605678607;-7.068469512752017;0;Low;0.06491499227202473;24
No;Sales Executive;No;0;0;47;1;1;3;Non-Travel;2;Moderately satisfied;2;1;3;543;4978;46-55;4001-6000;0-4;0;0.062450706803955654;-1525.0987773255201;-258.46465790530624;0;Low;0.0;10
No;Sales Executive;Yes;6;3;46;10;1;3;Travel_Rarely;4;Moderately satisfied;2;2;5;1277;10368;46-55;10000+;5-8;0;0.08322048169229349;3865.3919526903574;471.94420764289237;2;Low;0.1111111111111111;17
Yes;Sales Executive;Yes;2;2;36;2;3;2;Travel_Rarely;1;Moderately satisfied;13;3;3;1456;6134;36-45;6001-8000;0-4;1;0.16775687154392208;-368.50155740526407;653.7621331493857;2;Low;0.1111111111111111;17
Yes;Sales Executive;No;0;0;32;0;0;1;Travel_Rarely;2;Dissatisfied;1;3;2;964;6735;26-35;6001-8000;0-4;1;0.6540096527104071;232.16448386490538;161.36441034854784;2;High;0.6285714285714286;5
No;Laboratory Technician;No;2;2;23;3;0;3;Travel_Rarely;2;Moderately satisfied;4;1;3;160;3295;19-25;2001-4000;0-4;0;0.16200245180324827;-3208.372902170268;-640.3505879035116;0;Low;0.45;20
No;Manufacturing Director;No;4;4;31;5;0;3;Travel_Frequently;4;Satisfied;24;2;3;163;5238;26-35;4001-6000;0-4;0;0.12736701592064473;-1265.3632245212466;-638.6451166386689;0;Low;0.06491499227202473;24
No;Laboratory Technician;Yes;8;8;39;9;1;3;Non-Travel;4;Satisfied;1;3;2;792;6472;36-45;6001-8000;5-8;0;0.03353167894492;-30.93255589248838;-10.465761851389061;2;Low;0.1111111111111111;17
No;Sales Executive;No;3;2;32;4;1;1;Travel_Rarely;3;Satisfied;19;1;2;371;9610;26-35;8001-10000;0-4;0;0.2394142750308445;3106.770526821947;-433.5516628004112;2;Medium;0.45;20
No;Manager;No;8;8;40;21;0;3;Travel_Rarely;2;Moderately satisfied;7;2;3;611;19833;36-45;10000+;5-8;0;0.02534164057434739;13329.942667822399;-200.36044985450678;1;Low;0.06491499227202473;24
No;Human Resources;No;0;3;45;5;2;1;Travel_Rarely;3;Moderately satisfied;4;4;2;176;9756;36-45;8001-10000;0-4;0;0.04509741378473377;3252.6537518269706;-628.646405398911;2;Low;0.21212121212121213;23
No;Research Scientist;No;7;7;30;9;0;2;Travel_Frequently;1;Satisfied;2;3;2;1312;4968;26-35;4001-6000;5-8;0;0.07900055450593196;-1534.594354605386;510.53266942545577;0;Low;0.06491499227202473;24
No;Human Resources;No;2;1;24;2;1;3;Travel_Frequently;4;Dissatisfied;10;3;2;897;2145;19-25;2001-4000;0-4;0;0.13796873995819434;-4357.881436421613;97.41450673622512;0;Low;0.06491499227202473;24
Yes;Human Resources;No;2;2;30;4;1;2;Travel_Frequently;4;Moderately satisfied;8;2;0;600;2180;26-35;2001-4000;0-4;1;0.4750289694451494;-4323.071665335361;-199.6089498460276;0;Medium;0.06491499227202473;24
No;Sales Executive;No;2;2;31;5;1;3;Travel_Rarely;3;Dissatisfied;5;3;3;1003;8346;26-35;8001-10000;0-4;0;0.04729151869006409;1843.192174981441;199.28938849071403;2;Low;0.06491499227202473;24
No;Research Scientist;No;2;4;27;6;0;3;Travel_Rarely;4;Moderately satisfied;8;2;5;1054;3445;26-35;2001-4000;0-4;0;0.06006889305095092;-3057.771902394662;253.54734642912024;0;Low;0.06491499227202473;24
Yes;Sales Representative;No;2;2;29;2;0;1;Travel_Rarely;2;Moderately satisfied;9;3;3;428;2760;26-35;2001-4000;0-4;1;0.5716866810986765;-3743.189039760026;-371.99411130782175;0;High;0.21212121212121213;23
No;Healthcare Representative;Yes;2;2;29;3;0;4;Travel_Frequently;3;Satisfied;1;4;5;461;6294;26-35;6001-8000;0-4;0;0.2387024318301812;-209.16963236061565;-341.3442573273631;2;Medium;0.28865979381443296;16
No;Sales Executive;No;7;7;30;7;1;2;Travel_Rarely;1;Moderately satisfied;15;3;2;979;7140;26-35;6001-8000;5-8;0;0.05075342069767813;637.1802341269868;176.08804979055526;2;Low;0.06491499227202473;24
No;Research Scientist;Yes;0;2;34;5;3;4;Travel_Rarely;4;Satisfied;2;3;3;181;2932;26-35;2001-4000;0-4;0;0.06308930871652298;-3571.347114500236;-619.1080911906475;0;Low;0.1111111111111111;17
No;Sales Executive;No;7;7;33;11;0;3;Non-Travel;2;Satisfied;2;2;2;1283;5147;26-35;4001-6000;5-8;0;0.07270573790481917;-1355.6095672088486;481.4131769761651;0;Low;0.06491499227202473;24
No;Sales Executive;No;1;4;49;5;0;3;Travel_Rarely;4;Satisfied;11;4;1;1313;4507;46-55;4001-6000;0-4;0;0.07297992022424388;-1995.5802224862537;511.84431833923634;0;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;0;0;33;0;0;3;Travel_Rarely;1;Dissatisfied;16;2;2;211;8564;26-35;8001-10000;0-4;1;0.8153709452275064;2060.6621160371906;-592.8529232122883;2;High;0.875;3
No;Laboratory Technician;No;1;5;38;6;1;2;Travel_Frequently;2;Moderately satisfied;2;2;4;594;2468;36-45;2001-4000;0-4;0;0.04567402895126445;-4035.066203406328;-205.800822987454;0;Low;0.06491499227202473;24
Yes;Sales Executive;No;0;0;31;1;3;3;Travel_Rarely;3;Dissatisfied;16;3;2;1079;8161;26-35;8001-10000;0-4;1;0.5791062113996203;1658.238859442904;275.4142016898585;2;High;0.30434782608695654;6
No;Research Scientist;No;0;0;29;1;1;2;Travel_Rarely;1;Satisfied;4;3;2;590;2109;26-35;2001-4000;0-4;0;0.25410317772075597;-4394.082206279954;-209.55961364147402;0;Medium;0.30434782608695654;6
No;Healthcare Representative;No;0;7;30;7;1;4;Travel_Rarely;3;Moderately satisfied;16;3;3;305;5294;26-35;4001-6000;0-4;0;0.036670080355123744;-1209.268508973596;-496.683947301496;0;Low;0.06491499227202473;24
No;Research Scientist;No;7;7;32;7;0;3;Non-Travel;2;Moderately satisfied;5;3;3;953;2718;26-35;2001-4000;5-8;0;0.039924322496885004;-3784.8305579587445;153.03076842953124;0;Low;0.06491499227202473;24
No;Healthcare Representative;Yes;0;0;38;1;1;1;Travel_Rarely;4;Moderately satisfied;18;3;2;833;5811;36-45;4001-6000;0-4;0;0.09161565171681847;-691.9157899754755;30.97806942312377;0;Low;0.3333333333333333;11
Yes;Research Scientist;Yes;0;0;43;1;1;2;Travel_Frequently;3;Moderately satisfied;17;3;4;807;2437;36-45;2001-4000;0-4;1;0.697368129491882;-4065.9249721831466;7.2231570704374235;0;High;0.3333333333333333;11
No;Laboratory Technician;No;3;4;42;5;3;3;Travel_Rarely;2;Moderately satisfied;12;2;6;855;2766;36-45;2001-4000;0-4;0;0.06452474326800713;-3736.889624112076;55.001733164354164;0;Low;0.06491499227202473;24
No;Research Director;No;0;0;55;1;3;2;Travel_Rarely;1;Moderately satisfied;2;3;2;478;19038;46-55;10000+;0-4;0;0.06617800353085124;12534.851862762362;-332.81565108510557;1;Low;0.0;10
No;Research Scientist;No;8;7;33;9;2;3;Non-Travel;2;Satisfied;4;2;2;775;3055;26-35;2001-4000;5-8;0;0.02857533081786393;-3447.946721604898;-25.19388464104111;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;3;4;41;5;2;3;Travel_Rarely;1;Moderately satisfied;9;3;2;548;2289;36-45;2001-4000;0-4;0;0.04476052727015336;-4214.09428961497;-251.6809814628191;0;Low;0.06491499227202473;24
No;Sales Executive;Yes;14;7;34;15;1;3;Non-Travel;3;Satisfied;10;3;3;1375;4001;26-35;4001-6000;13-16;0;0.08578954178103296;-2501.5418489574163;574.1730523872728;0;Low;0.1111111111111111;17
No;Manufacturing Director;Yes;2;2;53;3;3;2;Non-Travel;3;Dissatisfied;1;2;2;661;12965;46-55;10000+;0-4;0;0.07888783783395677;6461.980162217689;-145.77772939214833;1;Low;0.1111111111111111;17
No;Human Resources;No;7;8;43;9;0;3;Travel_Rarely;4;Moderately satisfied;2;3;5;244;3539;36-45;2001-4000;5-8;0;0.0597897064033265;-2964.290803925725;-556.5142709086747;0;Low;0.06491499227202473;24
No;Sales Executive;No;2;2;34;2;0;1;Travel_Rarely;4;Satisfied;3;3;3;511;6029;26-35;6001-8000;0-4;0;0.09889773562637352;-474.1319767804298;-291.1670083391574;0;Low;0.21212121212121213;23
Yes;Sales Representative;No;0;0;21;1;0;3;Travel_Rarely;2;Moderately satisfied;7;3;3;337;2679;19-25;2001-4000;0-4;1;0.6503462434899914;-3824.258921758298;-462.94011594448875;0;High;0.6285714285714286;5
No;Laboratory Technician;No;4;4;38;5;1;2;Travel_Rarely;3;Satisfied;6;3;3;1153;3702;36-45;2001-4000;0-4;0;0.028573796842397;-2800.6956373689254;352.37880494445346;0;Low;0.06491499227202473;24
Yes;Laboratory Technician;Yes;0;0;22;1;0;3;Travel_Rarely;1;Moderately satisfied;8;3;6;1294;2398;19-25;2001-4000;0-4;1;0.8374001322751323;-4104.620909855756;494.2463679181104;0;High;0.875;3
No;Sales Executive;No;7;7;31;12;2;2;Travel_Rarely;4;Dissatisfied;29;3;3;196;5468;26-35;4001-6000;5-8;0;0.1571651545127035;-1035.3352685252403;-605.8031931828134;0;Low;0.06491499227202473;24
No;Manager;No;2;2;51;2;0;3;Travel_Rarely;3;Dissatisfied;3;3;2;942;13116;46-55;10000+;0-4;0;0.03443194449939478;6613.164374156942;135.12149258553245;1;Low;0.06491499227202473;24
No;Sales Executive;No;2;3;37;5;2;2;Travel_Rarely;2;Moderately satisfied;9;3;2;589;4189;36-45;4001-6000;0-4;0;0.040246907614627014;-2314.073228151283;-211.94521157174404;0;Low;0.06491499227202473;24
No;Research Director;Yes;1;2;46;2;1;3;Travel_Rarely;4;Moderately satisfied;2;3;3;734;19328;46-55;10000+;0-4;0;0.04562605341370922;12825.014689821264;-77.01089229420506;1;Low;0.1111111111111111;17
No;Healthcare Representative;Yes;8;7;36;12;1;3;Travel_Rarely;1;Satisfied;10;3;1;1383;8321;36-45;8001-10000;5-8;0;0.031368755014700093;1818.4575200394665;579.3010820502044;2;Low;0.1111111111111111;17
Yes;Research Scientist;Yes;3;3;44;5;3;3;Travel_Frequently;2;Moderately satisfied;1;2;2;429;2342;36-45;2001-4000;0-4;1;0.5553908866382778;-4161.17067179952;-370.7144311874629;0;High;0.5833333333333334;14
No;Human Resources;No;0;7;37;10;0;3;Travel_Rarely;2;Moderately satisfied;8;2;4;1239;4071;36-45;4001-6000;0-4;0;0.12465167164905926;-2431.6367442094293;438.12901361230195;0;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;7;7;35;10;0;3;Travel_Rarely;4;Moderately satisfied;27;3;2;303;5813;26-35;4001-6000;5-8;1;0.5588044278587867;-690.2618260594154;-499.03083915296514;0;High;0.28865979381443296;16
No;Research Scientist;No;8;6;33;10;1;4;Travel_Rarely;1;Satisfied;8;3;1;867;3143;26-35;2001-4000;5-8;0;0.043562643499985086;-3359.8852833930514;66.74665520182202;0;Low;0.06491499227202473;24
No;Research Scientist;No;3;3;28;5;1;3;Travel_Rarely;4;Moderately satisfied;1;4;6;1181;2044;26-35;2001-4000;0-4;0;0.07579839376374406;-4458.68547404851;381.4808724425433;0;Low;0.06491499227202473;24
No;Research Director;No;3;2;39;4;0;3;Travel_Rarely;3;Moderately satisfied;10;3;3;1253;13464;36-45;10000+;0-4;0;0.01938317523338889;6961.360759251555;445.8862485672977;1;Low;0.06491499227202473;24
No;Sales Executive;No;2;2;46;2;0;2;Non-Travel;2;Moderately satisfied;26;3;3;849;7991;46-55;6001-8000;0-4;0;0.07985716585646323;1488.1019658313826;45.52731148921782;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;3;2;40;4;1;3;Travel_Rarely;1;Moderately satisfied;2;2;5;616;3377;36-45;2001-4000;0-4;0;0.0468984357708595;-3126.052095821777;-184.40307963261228;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;0;0;42;0;2;4;Travel_Rarely;1;Moderately satisfied;13;2;2;1128;5538;36-45;4001-6000;0-4;0;0.04909811198724905;-964.7158788790457;326.1613331431016;0;Low;0.0;10
No;Manufacturing Director;No;7;7;35;7;1;3;Non-Travel;4;Moderately satisfied;2;3;6;1180;5762;26-35;4001-6000;5-8;0;0.0160475429809431;-740.6794884039755;378.00696324142393;0;Low;0.06491499227202473;24
No;Human Resources;No;10;8;38;11;3;3;Non-Travel;2;Dissatisfied;2;3;3;1336;2592;36-45;2001-4000;9-12;0;0.044532025888945864;-3910.565838878873;536.1134704801958;0;Low;0.06491499227202473;24
Yes;Laboratory Technician;No;1;7;34;7;1;3;Travel_Frequently;1;Satisfied;9;2;3;234;5346;26-35;4001-6000;0-4;1;0.46163568140370603;-1157.3114905469893;-567.717340250809;0;Medium;0.06491499227202473;24
Yes;Manufacturing Director;No;3;8;37;10;0;3;Travel_Rarely;1;Satisfied;10;1;4;370;4213;36-45;4001-6000;0-4;1;0.5138016177929883;-2290.214104630283;-430.9652878138171;0;High;0.45;20
No;Sales Executive;No;1;2;39;2;1;3;Travel_Frequently;4;Moderately satisfied;20;3;6;766;4127;36-45;4001-6000;0-4;0;0.0496525705902682;-2375.956358990058;-34.90271069492826;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;2;43;3;0;3;Non-Travel;3;Dissatisfied;9;2;2;343;2438;36-45;2001-4000;0-4;0;0.0996761677406362;-4065.231074965601;-456.77801543230225;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;2;2;41;3;0;4;Travel_Rarely;2;Moderately satisfied;5;1;3;447;6870;36-45;6001-8000;0-4;0;0.0375310672945939;366.83199548322864;-355.72586907425483;2;Low;0.45;20
No;Sales Executive;Yes;14;5;41;22;1;3;Travel_Rarely;3;Moderately satisfied;4;4;3;796;10447;36-45;10000+;13-16;0;0.06457288498571484;3944.0776927015104;-9.116276122621343;2;Low;0.1111111111111111;17
No;Manufacturing Director;No;7;2;30;7;0;3;Travel_Rarely;3;Dissatisfied;10;3;3;1092;9667;26-35;8001-10000;5-8;0;0.10940806727367021;3164.2517579543637;287.4091231726421;2;Low;0.06491499227202473;24
Yes;Human Resources;Yes;1;4;26;5;0;3;Travel_Rarely;2;Satisfied;20;3;3;920;2148;26-35;2001-4000;0-4;1;0.5845825387807203;-4354.862000448755;120.40909336150628;0;High;0.5833333333333334;14
Yes;Healthcare Representative;No;7;7;46;9;1;3;Travel_Rarely;2;Satisfied;21;4;2;261;8926;46-55;8001-10000;5-8;1;0.364167790198925;2422.7173624170173;-543.0986630023767;2;Medium;0.06491499227202473;24
No;Healthcare Representative;No;3;3;40;5;1;3;Travel_Rarely;4;Moderately satisfied;1;3;3;1194;6513;36-45;6001-8000;0-4;0;0.013730265082444192;10.33047418219121;391.5101811203232;2;Low;0.06491499227202473;24
No;Sales Executive;No;8;8;34;10;2;4;Travel_Rarely;3;Moderately satisfied;8;3;5;810;6799;26-35;6001-8000;5-8;0;0.028225672526448194;296.07470631693104;7.314761697031145;2;Low;0.06491499227202473;24
No;Manager;No;9;14;58;16;1;3;Non-Travel;2;Moderately satisfied;2;2;0;350;16291;56-65;10000+;9-12;0;0.07572582817645473;9787.788546779193;-458.9996191941085;1;Low;0.06491499227202473;24
No;Laboratory Technician;No;4;3;35;5;1;1;Travel_Rarely;3;Moderately satisfied;23;4;2;185;2705;26-35;2001-4000;0-4;0;0.16805420132695637;-3798.342478949273;-614.959632654799;0;Low;0.21212121212121213;23
No;Manufacturing Director;Yes;11;10;47;22;1;2;Travel_Rarely;2;Moderately satisfied;4;3;4;1001;10333;46-55;10000+;9-12;0;0.027735865848354482;3830.220501861053;195.95881072386294;2;Low;0.1111111111111111;17
